,CAS,logBCF,Dataset,SMILES
1161,58-73-1,1.424881636631067,eco,CN(C)CCOC(c1ccccc1)c2ccccc2
1162,678-39-7,2.469822015978163,eco,OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
1163,68-19-9,0.47712125471966244,eco,CC1=CC2=C(C=C1C)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])OC(C)CNC(=O)CCC4(C(C5C6(C(C(C(=C(C7=NC(=CC8=NC(=C(C4=N5)C)C(C8(C)C)CCC(=O)N)C(C7(C)CC(=O)N)CCC(=O)N)C)[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[C-]#N.[Co+3]
1164,70288-86-7,1.7481880270062005,eco,CCC(C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]3C[C@@H](C/C=C(C)/[C@@H](O[C@H]4C[C@H](OC)[C@@H](O[C@H]5C[C@H](OC)[C@@H](O)[C@H](C)O5)[C@H](C)O4)[C@@H](C)/C=C/C=C/6CO[C@@H]7[C@H](O)C(=C[C@@H](C(=O)O3)[C@]67O)C)O2.CO[C@H]8C[C@@H](O[C@@H](C)[C@@H]8O)O[C@H]9[C@H](C)O[C@H](C[C@@H]9OC)O[C@H]\%10[C@@H](C)/C=C/C=C/%11CO[C@@H]%12[C@H](O)C(=C[C@@H](C(=O)O[C@H]%13C[C@@H](C/C=C%10C)O[C@@]%14(CC[C@H](C)[C@H](O%14)C(C)C)C%13)[C@]%11%12O)C
1165,58-89-9,3.1215598441875008,eco,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
1166,72-20-8,3.806179973983887,eco,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
1167,72416-87-6,1.6408291308613923,eco,Brc1ccc(cc1)c2cc(Br)cc(Br)c2
1168,73606-19-6,2.264826438004844,eco,C(C(C(C(F)(F)Cl)(F)F)(F)F)(C(C(OC(C(F)(F)S(=O)(=O)[O-])(F)F)(F)F)(F)F)(F)F.[K+]
1169,65310-45-4,1.568201724066995,eco,CC(C)c1cc2CC[C@H]3[C@@](C)(CCC[C@]3(C)c2cc1Cl)C(O)=O
1170,593-57-7,1.5314789170422551,eco,C[AsH]C
1171,59756-60-4,0.6893088591236202,eco,CN1C=C(c2ccccc2)C(=O)C(=C1)c3cccc(c3)C(F)(F)F
1172,60-00-4,0.13033376849500614,eco,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O
1173,60-57-1,3.6464037262230695,eco,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl
1174,64700-56-7,0.7201593034059569,eco,CCCCOCCOC(=O)COc1nc(Cl)c(Cl)cc1Cl
